"STATION","NAME","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN","TOBS","WESD"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-10",,"0.00",,"57","70","51","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-11",,"0.00",,"56","71","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-12",,"0.00",,"55","69","45","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-13",,"0.00",,"58","74","46","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-14",,"0.00",,"67","86","49","66","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-15",,"0.00",,"65","81","53","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-16",,"0.00",,"53","59","49","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-17",,"0.00",,"61","76","50","54","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-18",,"0.00",,,,,,"0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-19",,"0.00",,"63","72","51","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-20",,"0.00",,"60","77","46","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-21",,"0.00",,"66","82","54","58","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-22",,"0.00",,"57","71","48","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-23",,"0.00",,"51","62","40","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-24",,"0.00",,"57","74","43","54","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-25",,"0.00",,"65","83","53","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-26",,"0.00",,"55","62","49","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-27",,"0.00",,"53","65","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-28",,"0.00",,"59","77","46","54","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-29",,"0.00",,"64","81","53","59","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-30",,"0.00",,"68","84","56","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-08-31",,"0.00",,"60","75","48","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-01",,"0.00",,"59","74","47","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-02",,"0.00",,"71","88","56","68","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-03",,"0.00",,"74","92","63","63","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-04",,"0.00",,"70","84","61","61","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-05",,"0.00",,"68","85","58","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-06",,"0.00",,"66","85","55","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-07",,"0.00",,"52","59","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-08",,"2.00",,"46","52","43","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-09",,"0.00",,"48","56","42","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-10",,"1.00",,"50","52","48","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-11",,"1.30",,"51","56","44","44","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-12",,"0.00",,"45","52","40","40","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-13",,"0.10",,"52","71","39","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-14",,"0.00",,"52","61","46","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-15",,"0.00",,"47","57","40","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-16",,"0.90",,"40","42","36","39","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-17",,"0.10",,"44","54","38","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-18",,"0.10",,"50","62","42","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-19",,"0.60",,"49","52","44","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-20",,"0.00",,"47","59","40","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-21",,"0.00",,"49","63","38","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-22",,"0.00",,"55","69","46","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-23",,"0.10",,"53","66","45","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-24",,"0.00",,"59","74","47","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-25",,"0.00",,"56","69","48","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-26",,"0.00",,"59","73","49","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-27",,"0.10",,"67","80","58","63","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-28",,"0.00",,"67","81","60","63","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-29",,"0.00",,"60","75","50","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-09-30",,"0.00",,"57","71","49","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-01",,"0.00",,"58","75","50","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-02",,"0.00",,"54","66","49","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-03",,"0.00",,"63","78","54","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-04",,"0.00",,"58","71","48","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-05",,"0.00",,"49","62","44","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-06",,"0.10",,"55","70","48","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-07",,"0.50",,"46","50","41","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-08",,"1.00",,"43","48","40","40","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-09",,"0.60",,"40","44","38","38","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-10",,"0.60",,"40","44","37","38","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-11",,"0.40",,"40","43","38","39","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-12",,"1.30",,"42","44","38","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-13",,"0.00",,"44","51","41","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-14",,"0.10",,"42","48","37","37","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-15",,"0.30",,"40","44","37","40","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-16",,"2.10",,"45","56","38","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-17",,"0.10",,"55","62","48","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-18",,"0.00",,"51","60","46","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-19",,"0.20",,"49","55","47","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-20",,"3.70",,"53","58","47","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-21",,"0.60",,"58","65","56","57","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-22",,"0.30",,"53","59","41","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-23",,"0.00",,"40","45","35","35","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-24",,"0.00",,"41","51","34","40","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-25",,"0.00",,"47","56","39","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-26",,"0.00",,"55","69","48","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-27",,"0.10",,"50","55","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-28",,"1.30",,"45","52","35","36","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-29",,"0.10",,"35","39","30","30","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-30",,"0.00",,"29","36","26","26","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-10-31",,"0.00",,"27","31","23","27","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-01",,"0.00",,"30","36","24","27","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-02",,"0.00",,"27","30","24","24","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-03",,"0.00",,"26","33","21","23","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-04",,"0.00",,"25","31","20","22","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-05",,"0.00",,"26","31","22","24","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-06",,"0.00",,"29","35","24","29","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-07",,"0.00",,"32","37","29","34","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-08",,"0.00",,"36","42","33","37","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-09",,"0.00",,"40","48","37","39","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-10",,"1.70",,"38","41","35","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-11",,"1.20",,"38","41","32","32","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-12",,"0.00",,"35","43","30","36","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-13",,"0.00",,"38","46","34","34","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-14",,"0.00",,"39","43","34","37","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-15",,"0.30",,"35","37","32","34","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-16",,"1.00",,"34","36","32","36","0.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-17",,"1.50",,"35","43","32","43","0.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-18",,"3.30",,"46","50","43","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-19",,"1.50",,"32","49","28","28","0.8"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-20",,"0.40",,"28","30","26","26","1.2"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-21",,"0.40",,"25","31","20","21","1.2"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-22",,"0.00",,"25","32","20","28","1.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-23",,"0.50",,"31","33","28","32","1.6"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-24",,"0.30",,"29","31","28","29","1.7"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-25",,"1.20",,"30","32","28","31","2.8"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-26",,"0.70",,"31","33","30","31","3.4"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-27",,"0.00",,"31","34","29","30","3.4"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-28",,"3.00",,"33","41","30","40","4.5"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-29",,"0.50",,"36","40","31","31","3.9"
"USS0021B21S","MOUNT GARDNER, WA US","2003-11-30",,"0.00",,"33","37","29","35","3.8"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-01",,"0.20",,"33","36","31","34","4.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-02",,"0.60",,"33","35","32","32","4.4"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-03",,"0.20",,"30","34","28","28","4.2"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-04",,"0.00",,"30","33","28","32","4.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-05",,"0.90",,"33","35","31","35","4.4"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-06",,"0.40",,"32","35","29","29","4.5"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-07",,"0.20",,"31","33","28","32","4.5"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-08",,"0.20",,"31","34","29","29","4.7"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-09",,"0.10",,"29","32","28","29","4.6"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-10",,"0.00",,"29","31","28","29","4.6"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-11",,"0.10",,"30","33","27","27","4.6"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-12",,"0.80",,"30","33","27","31","5.4"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-13",,"1.70",,"31","32","30","30","7.3"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-14",,"0.60",,"31","32","29","32","7.8"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-15",,"0.20",,"31","33","28","28","7.8"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-16",,"0.60",,"31","34","28","32","8.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-17",,"0.00",,"32","34","31","33","8.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-18",,"0.00",,"34","37","32","34","8.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-19",,"0.00",,"35","38","33","33","8.0"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-20",,"0.70",,"35","39","33","35","8.1"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-21",,"0.00",,"35","39","32","32","7.9"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-22",,"0.00",,"33","36","31","34","7.9"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-23",,"0.00",,"34","35","33","33","7.9"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-24",,"0.40",,"33","35","31","32","8.2"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-25",,"0.60",,"31","32","27","27","8.7"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-26",,"0.20",,"27","31","24","24","8.8"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-27",,"0.10",,"26","28","24","27","9.4"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-28",,"0.90",,"26","29","22","23","9.6"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-29",,"0.40",,"20","24","16","16","9.5"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-30",,"0.00",,"21","27","16","21","9.6"
"USS0021B21S","MOUNT GARDNER, WA US","2003-12-31",,"0.30",,"22","26","19","21","9.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-01",,"0.20",,"21","24","17","24","9.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-02",,"0.00",,"26","31","24","26","10.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-03",,"0.10",,"21","26","13","13","10.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-04",,"0.80",,"9","13","3","4","10.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-05",,"0.70",,"5","8","3","4","10.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-06",,"0.00",,"7","11","4","11","11.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-07",,"0.00",,"17","22","11","22","12.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-08",,"0.20",,"28","32","21","31","12.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-09",,"0.40",,"34","35","31","34","12.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-10",,"0.30",,"36","41","33","34","11.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-11",,"0.20",,"35","39","33","35","12.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-12",,"0.10",,"34","39","32","33","11.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-13",,"0.10",,"35","38","33","37","11.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-14",,"0.40",,"36","38","35","38","11.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-15",,"1.20",,"38","40","35","35","11.3"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-16",,"0.00",,"34","37","31","33","11.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-17",,"0.10",,"35","39","32","33","11.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-18",,"0.50",,"33","36","32","36","11.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-19",,"0.00",,"35","40","31","31","11.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-20",,"0.00",,"32","37","29","30","11.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-21",,"0.00",,"30","36","27","30","11.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-22",,"0.20",,"34","41","28","32","11.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-23",,"1.50",,"35","37","32","34","11.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-24",,"1.00",,"30","35","28","28","12.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-25",,"0.30",,,,,,"12.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-26",,"1.20",,"31","33","30","32","13.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-27",,"0.20",,"33","37","32","33","13.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-28",,"1.60",,"35","39","32","37","13.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-29",,"2.90",,"40","43","37","38","13.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-30",,"0.50",,"31","39","29","29","12.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-01-31",,"0.50",,"30","33","28","29","13.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-01",,"0.20",,"30","36","28","28","13.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-02",,"0.20",,"28","30","27","28","13.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-03",,"0.00",,"31","35","28","32","13.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-04",,"0.50",,"31","33","27","27","13.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-05",,"0.00",,"29","33","26","29","14.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-06",,"0.40",,"30","33","29","31","14.3"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-07",,"0.40",,"32","33","31","31","14.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-08",,"0.10",,"32","34","31","31","14.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-09",,"0.00",,"31","38","27","31","14.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-10",,"0.00",,"35","44","29","35","14.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-11",,"0.00",,"35","40","32","32","14.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-12",,"0.00",,"34","41","31","32","14.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-13",,"0.00",,"33","39","30","31","14.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-14",,"0.40",,"33","39","28","31","15.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-15",,"0.20",,"32","37","30","31","15.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-16",,"0.20",,"32","34","30","33","15.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-17",,"0.20",,"33","37","31","32","15.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-18",,"0.70",,"34","36","32","33","15.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-19",,"0.20",,"34","40","30","31","15.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-20",,"0.00",,"33","41","29","32","15.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-21",,"0.00",,"35","40","32","32","15.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-22",,"0.00",,"36","43","31","35","15.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-23",,"0.00",,"37","45","33","34","15.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-24",,"0.00",,"35","43","30","31","14.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-25",,"0.00",,"33","36","30","32","15.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-26",,"0.20",,"35","45","32","34","14.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-27",,"0.20",,"35","40","33","34","14.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-28",,"0.30",,"34","38","32","33","14.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-02-29",,"0.10",,"35","44","31","33","14.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-01",,"0.00",,"36","47","32","32","14.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-02",,"0.00",,"35","47","29","30","14.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-03",,"0.90",,"32","34","29","32","15.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-04",,"0.90",,"32","33","31","31","16.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-05",,"0.60",,"31","36","29","29","16.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-06",,"0.00",,"33","40","29","32","16.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-07",,"0.60",,"41","45","32","41","16.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-08",,"0.00",,"47","59","40","45","15.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-09",,"0.30",,"39","45","34","35","15.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-10",,"0.00",,"38","52","31","38","15.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-11",,"0.00",,"44","56","36","38","15.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-12",,"0.00",,"36","40","30","30","14.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-13",,"0.00",,"39","49","29","38","14.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-14",,"0.10",,"38","42","35","35","14.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-15",,"0.10",,"36","47","30","35","14.3"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-16",,"0.00",,"39","49","34","36","14.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-17",,"0.20",,"38","43","35","38","13.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-18",,"0.60",,"33","40","28","29","13.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-19",,"0.30",,"31","40","28","28","14.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-20",,"0.10",,"37","45","28","41","14.3"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-21",,"0.10",,"47","59","39","44","14.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-22",,"0.10",,"48","65","39","42","13.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-23",,"0.00",,"41","51","36","37","12.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-24",,"0.50",,"35","40","32","32","12.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-25",,"0.20",,"35","40","32","32","12.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-26",,"0.40",,"35","42","32","33","12.8"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-27",,"0.50",,"35","39","32","35","12.4"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-28",,"0.10",,"42","54","31","41","12.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-29",,"0.00",,"47","59","39","42","11.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-30",,"0.40",,"37","42","30","30","11.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-03-31",,"0.10",,"33","42","29","29","11.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-01",,"0.00",,"35","48","27","31","11.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-02",,"0.00",,"45","60","31","47","10.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-03",,"0.00",,"52","67","43","43","9.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-04",,"0.00",,"42","53","32","35","9.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-05",,"0.00",,"39","43","34","38","8.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-06",,"0.00",,"45","58","37","40","8.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-07",,"0.00",,"41","48","38","39","7.6"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-08",,"0.00",,"44","56","36","38","6.9"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-09",,"0.00",,"50","67","38","44","6.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-10",,"0.00",,"54","66","43","49","5.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-11",,"0.00",,"56","70","47","47","4.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-12",,"0.00",,"47","61","37","42","3.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-13",,"0.10",,"43","54","37","37","2.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-14",,"0.10",,"38","49","33","33","2.1"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-15",,"0.40",,"38","46","33","36","1.7"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-16",,"0.20",,"38","47","34","36","1.2"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-17",,"0.00",,"40","51","34","37","0.5"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-18",,"0.00",,"40","49","33","33","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-19",,"0.20",,"41","53","32","38","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-20",,"0.30",,"38","48","34","35","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-21",,"0.00",,"38","48","33","38","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-22",,"0.10",,"47","63","35","44","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-23",,"0.60",,"40","44","35","35","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-24",,"0.00",,"40","53","31","36","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-25",,"0.20",,"54","72","36","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-26",,"0.00",,"61","80","48","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-27",,"0.50",,"44","56","32","33","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-28",,"0.20",,"43","57","33","38","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-29",,"0.10",,"53","69","37","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-04-30",,"0.00",,"59","78","47","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-05-01",,"0.00",,"60","78","48","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-05-02",,"0.00",,"51","63","42","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2004-05-03",,"0.00",,"53","67","43","47","0.0"
