"STATION","NAME","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN","TOBS","WESD"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-01",,"0.00",,"32","34","30","33","11.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-02",,"0.40",,"33","35","30","30","11.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-03",,"0.20",,"33","36","30","34","11.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-04",,"0.10",,"33","36","31","32","11.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-05",,"0.20",,"33","35","32","33","11.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-06",,"1.90",,"35","42","31","42","12.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-07",,"2.60",,"41","44","38","40","11.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-08",,"0.90",,"38","40","35","36","10.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-09",,"0.10",,"35","39","33","33","10.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-10",,"0.00",,"35","38","33","37","10.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-11",,"0.00",,"36","40","35","35","9.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-12",,"1.00",,"33","35","30","30","10.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-13",,"0.00",,"30","34","27","27","10.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-14",,"0.00",,"27","32","24","27","10.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-15",,"0.00",,"27","31","22","26","10.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-16",,"0.20",,"27","29","26","26","10.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-17",,"0.00",,"27","31","25","26","10.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-18",,"0.70",,"29","32","24","31","11.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-19",,"1.00",,"30","32","29","30","12.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-20",,"1.20",,"31","32","29","29","13.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-21",,"0.70",,"27","31","25","25","13.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-22",,"0.70",,"27","29","25","26","14.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-23",,"0.80",,"29","33","26","33","15.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-24",,"1.90",,"33","35","32","32","15.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-25",,"1.40",,"30","33","27","27","16.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-26",,"0.70",,"25","29","22","23","17.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-27",,"0.20",,"24","32","20","20","17.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-28",,"0.30",,"23","32","19","21","17.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-29",,"0.00",,"24","28","21","25","17.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-30",,"0.60",,"30","33","25","32","18.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-01-31",,"1.20",,"32","34","31","31","19.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-01",,"0.60",,"31","35","28","28","19.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-02",,"0.00",,"30","34","26","31","19.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-03",,"0.30",,"32","34","28","28","19.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-04",,"0.10",,"30","34","26","29","19.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-05",,"0.30",,"31","33","28","32","20.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-06",,"0.30",,"32","33","32","32","20.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-07",,"1.00",,"32","35","29","29","21.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-08",,"0.60",,"31","33","29","31","21.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-09",,"0.10",,"31","34","28","31","21.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-10",,"0.30",,"32","36","28","28","21.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-11",,"0.00",,"28","34","23","24","21.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-12",,"0.10",,"29","36","24","27","21.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-13",,"0.00",,"30","37","24","30","21.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-14",,"0.00",,"36","42","33","34","21.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-15",,"0.00",,"35","41","31","31","21.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-16",,"0.00",,"35","44","30","31","21.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-17",,"0.30",,"34","38","31","32","21.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-18",,"0.20",,"35","42","32","33","21.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-19",,"0.50",,"34","37","31","31","21.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-20",,"0.00",,"34","40","30","35","21.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-21",,"2.00",,"40","46","32","43","21.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-22",,"0.80",,"41","44","38","38","20.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-23",,"0.70",,"35","39","30","30","20.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-24",,"0.30",,"26","33","21","21","20.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-25",,"0.20",,"25","32","19","23","20.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-26",,"0.00",,"28","39","22","26","20.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-27",,"0.00",,"30","41","25","28","20.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-02-28",,"0.00",,"29","36","23","24","20.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-01",,"0.00",,"28","39","22","26","20.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-02",,"0.00",,"33","44","25","31","20.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-03",,"0.00",,"38","52","29","36","20.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-04",,"0.00",,"40","50","35","35","20.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-05",,"0.80",,"30","35","28","29","21.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-06",,"0.20",,"26","29","22","22","21.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-07",,"0.10",,"24","30","20","21","21.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-08",,"0.40",,"23","28","19","24","22.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-09",,"0.10",,"28","33","24","29","22.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-10",,"0.80",,"31","34","29","33","22.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-11",,"2.70",,"35","39","32","32","22.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-12",,"1.10",,"32","36","30","31","23.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-13",,"0.70",,"31","36","30","30","23.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-14",,"0.40",,"30","32","28","28","24.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-15",,"0.40",,"30","37","25","25","24.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-16",,"0.40",,"27","34","23","25","25.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-17",,"0.00",,"25","33","21","23","25.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-18",,"1.00",,"26","30","22","30","26.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-19",,"1.80",,"31","32","30","31","28.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-20",,"1.20",,"29","35","23","23","29.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-21",,"0.20",,"27","34","21","27","29.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-22",,"0.10",,"33","40","27","33","29.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-23",,"0.00",,"38","50","32","36","28.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-24",,"0.10",,"36","38","35","35","28.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-25",,"0.10",,"37","45","33","35","28.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-26",,"0.10",,"35","42","29","29","28.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-27",,"0.70",,"31","34","29","32","29.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-28",,"0.90",,"33","37","31","32","29.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-29",,"0.50",,"33","37","31","33","29.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-30",,"0.30",,"36","43","32","34","29.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-03-31",,"0.10",,"36","39","33","36","28.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-01",,"0.10",,"35","42","29","29","28.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-02",,"0.00",,"37","50","28","33","28.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-03",,"0.00",,"42","59","31","36","28.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-04",,"0.00",,"48","67","35","40","27.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-05",,"0.30",,"39","48","37","37","27.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-06",,"0.90",,"37","40","35","35","27.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-07",,"0.40",,"34","39","31","32","26.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-08",,"0.20",,"42","59","29","41","26.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-09",,"0.50",,"39","47","36","36","26.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-10",,"0.70",,"39","45","34","36","25.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-11",,"0.90",,"40","48","35","40","25.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-12",,"0.70",,"40","47","37","39","24.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-13",,"2.50",,"43","45","38","42","24.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-14",,"0.70",,"31","42","29","30","24.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-15",,"0.50",,"32","39","30","30","24.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-16",,"0.40",,"33","43","29","31","24.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-17",,"0.20",,"35","44","30","33","24.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-18",,"0.00",,"37","47","32","32","24.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-19",,"0.00",,"39","53","31","34","24.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-20",,"0.10",,"36","43","34","35","23.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-21",,"0.30",,"37","43","34","36","23.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-22",,"0.00",,"34","36","29","29","23.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-23",,"0.50",,"34","46","28","29","23.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-24",,"0.20",,"41","56","28","36","23.2"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-25",,"0.10",,"41","55","32","35","22.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-26",,"0.10",,"35","42","29","33","22.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-27",,"0.30",,"35","43","32","35","22.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-28",,"0.00",,"42","57","34","34","21.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-29",,"0.00",,"47","64","33","38","21.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-04-30",,"0.00",,"48","63","37","39","20.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-01",,"0.10",,"45","60","37","38","19.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-02",,"0.00",,"36","40","31","31","18.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-03",,"0.10",,"36","47","30","33","18.5"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-04",,"0.10",,"33","37","30","32","18.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-05",,"1.10",,"32","36","28","29","19.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-06",,"0.90",,"31","39","28","28","19.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-07",,"0.20",,"32","42","28","31","20.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-08",,"0.00",,"39","53","29","33","19.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-09",,"0.00",,"37","49","31","31","19.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-10",,"0.00",,"39","54","31","33","19.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-11",,"0.20",,"46","61","33","41","18.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-12",,"0.00",,"51","65","41","46","17.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-13",,"0.30",,"40","48","35","36","17.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-14",,"0.10",,"38","48","34","34","16.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-15",,"0.00",,"41","54","30","32","15.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-16",,"0.10",,"47","65","32","38","14.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-17",,"0.40",,"44","57","37","41","13.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-18",,"0.10",,"44","53","40","42","12.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-19",,"0.10",,"48","60","42","42","11.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-20",,"0.10",,"42","51","40","40","10.9"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-21",,"0.50",,"40","48","38","38","10.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-22",,"0.50",,"39","47","37","39","9.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-23",,"0.00",,"42","52","36","36","9.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-24",,"0.00",,"49","65","34","45","8.1"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-25",,"0.00",,"50","63","43","45","6.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-26",,"0.10",,"50","61","44","45","5.7"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-27",,"0.70",,"51","65","44","47","4.3"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-28",,"0.10",,"50","62","46","48","2.6"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-29",,"0.00",,"49","55","44","44","1.8"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-30",,"0.00",,"49","63","40","40","0.4"
"USS0021B21S","MOUNT GARDNER, WA US","2002-05-31",,"0.00",,"48","62","39","39","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-01",,"0.00",,"50","63","39","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-02",,"0.00",,"48","61","38","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-03",,"0.40",,"52","67","40","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-04",,"0.10",,"50","55","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-05",,"0.20",,"48","57","41","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-06",,"0.20",,"41","50","34","34","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-07",,"0.50",,"36","47","33","34","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-08",,"0.40",,"37","44","33","39","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-09",,"0.00",,"50","65","39","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-10",,"0.20",,"53","67","44","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-11",,"0.00",,"58","74","44","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-12",,"0.00",,"65","83","49","58","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-13",,"0.00",,"68","83","55","62","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-14",,"0.00",,"61","74","48","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-15",,"0.00",,"55","70","46","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-16",,"0.00",,"50","62","46","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-17",,"0.30",,"50","60","43","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-18",,"1.30",,"44","47","41","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-19",,"0.00",,"50","63","40","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-20",,"0.00",,"59","77","43","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-21",,"0.00",,"64","81","51","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-22",,"0.00",,"62","77","51","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-23",,"0.20",,"55","68","49","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-24",,"0.00",,"58","72","48","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-25",,"0.00",,"67","85","49","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-26",,"0.00",,"68","82","57","57","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-27",,"0.30",,"56","62","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-28",,"1.40",,"51","56","46","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-29",,"0.60",,"49","59","45","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-06-30",,"0.00",,"47","52","44","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-01",,"0.20",,"48","60","41","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-02",,"0.00",,"52","68","39","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-03",,"0.00",,"48","59","42","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-04",,"0.20",,"45","56","41","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-05",,"0.00",,"53","69","38","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-06",,"0.10",,"61","76","47","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-07",,"0.30",,"60","77","53","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-08",,"0.00",,"49","58","45","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-09",,"0.00",,"63","81","44","63","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-10",,"0.00",,"73","94","61","62","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-11",,"0.00",,"67","81","56","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-12",,"0.00",,"67","85","53","62","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-13",,"0.00",,"64","80","55","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-14",,"0.00",,"56","67","46","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-15",,"0.00",,"58","74","45","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-16",,"0.00",,"62","79","49","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-17",,"0.00",,"63","76","53","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-18",,"0.00",,"62","75","53","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-19",,"0.00",,"55","63","50","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-20",,"0.00",,"58","73","46","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-21",,"0.00",,"64","81","50","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-22",,"0.00",,"72","90","60","64","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-23",,"0.00",,"70","83","59","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-24",,"0.00",,"67","83","57","57","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-25",,"0.00",,"62","74","54","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-26",,"0.00",,"54","59","51","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-27",,"0.00",,"54","67","48","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-28",,"0.00",,"53","60","47","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-29",,"0.10",,"55","62","50","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-30",,"0.30",,"53","60","46","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-07-31",,"0.00",,"52","66","41","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-01",,"0.00",,"56","72","44","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-02",,"0.00",,"49","61","42","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-03",,"0.00",,"52","68","40","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-04",,"0.00",,"48","56","43","44","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-05",,"0.50",,"48","62","40","43","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-06",,"0.20",,"47","51","42","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-07",,"0.00",,"52","66","42","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-08",,"0.10",,"56","72","44","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-09",,"0.00",,"61","76","49","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-10",,"0.00",,"58","71","51","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-11",,"0.00",,"59","74","49","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-12",,"0.00",,"64","82","49","60","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-13",,"0.00",,"71","86","60","62","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-14",,"0.00",,"66","79","56","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-15",,"0.00",,"64","79","53","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-16",,"0.00",,"60","74","48","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-17",,"0.00",,"59","76","48","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-18",,"0.00",,"58","74","45","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-19",,"0.00",,"56","70","47","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-20",,"0.10",,"49","51","47","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-21",,"0.00",,"49","53","47","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-22",,"0.20",,"58","71","48","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-23",,"0.10",,"62","77","52","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-24",,"0.00",,"62","75","53","55","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-25",,"0.00",,"55","64","52","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-26",,"0.00",,"53","60","50","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-27",,"0.00",,"62","78","49","58","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-28",,"0.00",,"67","84","58","58","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-29",,"0.00",,"62","75","47","47","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-30",,"0.00",,"51","57","44","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-08-31",,"0.00",,"58","71","47","54","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-01",,"0.00",,"53","55","50","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-02",,"0.30",,"54","67","46","46","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-03",,"0.00",,"46","57","39","40","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-04",,"0.00",,"48","63","39","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-05",,"0.00",,"48","62","40","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-06",,"0.00",,"48","62","40","42","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-07",,"0.00",,"46","54","41","44","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-08",,"0.20",,"48","61","39","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-09",,"0.00",,"56","69","48","54","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-10",,"0.00",,"60","77","51","51","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-11",,"0.10",,"60","76","49","56","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-12",,"0.00",,"61","76","52","52","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-13",,"0.00",,"63","80","50","63","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-14",,"0.00",,"64","76","53","53","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-15",,"0.00",,"52","60","49","49","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-16",,"0.40",,"49","53","44","44","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-17",,"0.00",,"45","53","40","41","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-18",,"0.00",,"48","60","39","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-19",,"0.10",,"51","62","44","45","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-20",,"0.00",,"45","57","37","37","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-21",,"0.00",,"51","65","37","48","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-22",,"0.00",,"57","74","47","54","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-23",,"0.00",,"59","78","50","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-24",,"0.00",,"55","71","46","50","0.0"
"USS0021B21S","MOUNT GARDNER, WA US","2002-09-25",,"0.00",,"56","72","48","49","0.0"
