292255,10/22/03,6,4.5,65
306134,10/26/03,6,31,350
303577,10/26/03,4,17,190
319648,10/30/03,4,11,180
298099,11/1/03,37,277.25,4645
336815,11/5/03,22,221.5,1935
357269,11/13/03,4,17,185
356904,11/13/03,6,19,375
363113,11/15/03,19,27.75,527
387949,11/22/03,21,71.75,790
03-Mason Co,11/23/03,2,3.25,32
03-R-039,11/24/03,0,,
03-R-040,12/1/03,0,,
414611,12/2/03,28,200.25,1802
450405,12/4/03,17,45.5,740
414246,12/4/03,0,,
431413,12/8/03,6,39,280
439082,12/10/03,2,3,60
446752,12/13/03,56,608.25,3800
449674,12/14/03,11,19.75,610
449309,12/14/03,30,174.75,2107
03-ES-064,12/21/03,10,55.25,575
336085,12/22/03,5,48,370
473050,12/23/03,13,44.5,380
04-0002,1/1/04,88,1434.5,10984
04-0048,1/8/04,0,,
04-0037,1/10/04,2,7,210
04-0002,1/11/04,18,70,673
04-0143,1/17/04,0,,
04-0142,1/17/04,11,38.5,275
04-0135,1/17/04,20,47.5,1012
04-0161,1/20/04,0,,
04-0197,1/25/04,17,34,725
04-0200,1/26/04,8,47,560
04-ES-001,1/31/04,20,119.5,1107
04-0239,2/1/04,40,105.33,1219
03-0312,2/13/04,3,14.5,80
04-0337,2/15/04,27,139,1167
04-0336,2/15/04,13,26,360
04-0364,2/19/04,5,19.25,355
04-ES-002,2/21/04,19,153.5,973
04-0384,2/23/04,12,110,1273
04-40197,3/2/04,0,,
04-ES-004,3/5/04,6,36.5,190
03-ES-005,3/7/04,3,10.5,155
04-0524,3/14/04,28,128,1540
04-ES-010,3/23/04,22,155,992
04-638,3/27/04,0,,
04-0632,3/27/04,12,204,1015
04-0645,3/28/04,31,148.08,1790
04-ES-011,4/3/04,5,39.5,340
04-0718,4/8/04,2,8,120
04-0751,4/10/04,30,36.75,717
04-0754,4/10/04,43,100.33,1552
04-ES-021,4/12/04,4,13,180
04-0807,4/16/04,40,295,2009
04-0813,4/17/04,10,59,610
04-120437,4/26/04,0,,
04-0912,4/28/04,11,71,755
04-0969,5/2/04,3,12,180
04-0962,5/2/04,24,80,1565
04-0929,5/6/04,6,103,1090
04-1042,5/10/04,6,14.5,250
04-1050,5/11/04,0,,
04-5205R,5/14/04,0,,
04-1098,5/15/04,5,5,0
04-5213R,5/23/04,0,,
04-1211,5/24/04,10,9,111
04-1222,5/27/04,3,9.5,221
04-1280,6/4/04,0,,
04-ES-025,6/4/04,2,8,35
04-170455,6/5/04,0,,
04-ES-026,6/5/04,13,66.5,449
04-173010,6/8/04,2,1,0
04-ES-030,6/9/04,3,47.67,995
04-1343,6/10/04,4,15,295
04-ES-031,6/12/04,20,96,733
04-R1-012,6/23/04,0,,
04-1464,6/25/04,4,3,30
04-1550,7/2/04,33,41.25,1013
